stage_name,stage_date,stage_length,stage_GC_rank,stage_GC_rider,stage_GC_time,stage_GC_team
Stage 1 (ITT) | Fossacesia Marina - Ortona,06/05,(19.6k),1,EVENEPOEL Remco ,0:21:18,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),46,OOMEN Sam,36:02,Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),47,HEALY Ben,37:26,EF Education-EasyPost
Stage 10 | Scandiano - Viareggio,16/05,(196k),48,OLDANI Stefano,38:13,Alpecin-Deceuninck
Stage 10 | Scandiano - Viareggio,16/05,(196k),49,PRODHOMME Nicolas,38:15,AG2R Citroën Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),50,CORT Magnus,39:03,EF Education-EasyPost
Stage 10 | Scandiano - Viareggio,16/05,(196k),51,HIRT Jan,40:18,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),52,ZAMBANINI Edoardo,43:51,Bahrain - Victorious
Stage 10 | Scandiano - Viareggio,16/05,(196k),53,PALZER Anton,46:29,BORA - hansgrohe
Stage 10 | Scandiano - Viareggio,16/05,(196k),54,DE MARCHI Alessandro,48:28,Team Jayco AlUla
Stage 10 | Scandiano - Viareggio,16/05,(196k),55,BAIS Mattia,48:43,EOLO-Kometa
Stage 10 | Scandiano - Viareggio,16/05,(196k),56,SCARONI Christian,50:51,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),57,MCNULTY Brandon,50:58,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),58,DENZ Nico,51:19,BORA - hansgrohe
Stage 10 | Scandiano - Viareggio,16/05,(196k),59,PASQUALON Andrea,51:38,Bahrain - Victorious
Stage 10 | Scandiano - Viareggio,16/05,(196k),60,BIDARD François,52:11,Cofidis
Stage 10 | Scandiano - Viareggio,16/05,(196k),61,ALBANESE Vincenzo,53:51,EOLO-Kometa
Stage 10 | Scandiano - Viareggio,16/05,(196k),62,VERONA Carlos,55:04,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),63,DOMBROWSKI Joe,55:11,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),64,MOLLEMA Bauke,55:35,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),65,DENNIS Rohan,56:36,Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),66,BETTIOL Alberto,57:00,EF Education-EasyPost
Stage 10 | Scandiano - Viareggio,16/05,(196k),67,GIBBONS Ryan,58:07,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),68,GHEBREIGZABHIER Amanuel,1:01:46,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),69,VANHOUCKE Harm,1:03:23,Team DSM
Stage 10 | Scandiano - Viareggio,16/05,(196k),70,PUCCIO Salvatore,1:04:09,INEOS Grenadiers
Stage 10 | Scandiano - Viareggio,16/05,(196k),71,BERWICK Sebastian,1:05:29,Israel - Premier Tech
Stage 10 | Scandiano - Viareggio,16/05,(196k),72,SWIFT Ben,1:05:32,INEOS Grenadiers
Stage 10 | Scandiano - Viareggio,16/05,(196k),73,PRONSKIY Vadim,1:06:06,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),74,GAVAZZI Francesco,1:06:37,EOLO-Kometa
Stage 10 | Scandiano - Viareggio,16/05,(196k),75,WARBASSE Larry,1:06:56,AG2R Citroën Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),76,SÜTTERLIN Jasha,1:07:33,Bahrain - Victorious
Stage 10 | Scandiano - Viareggio,16/05,(196k),77,RIES Michel,1:07:58,Team Arkéa Samsic
Stage 10 | Scandiano - Viareggio,16/05,(196k),78,MOLARD Rudy,1:09:05,Groupama - FDJ
Stage 10 | Scandiano - Viareggio,16/05,(196k),79,MAYRHOFER Marius,1:12:12,Team DSM
Stage 10 | Scandiano - Viareggio,16/05,(196k),80,PEDERSEN Mads,1:12:36,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),81,MAESTRI Mirco,1:12:47,EOLO-Kometa
Stage 10 | Scandiano - Viareggio,16/05,(196k),82,TOUMIRE Hugo,1:13:29,Cofidis
Stage 10 | Scandiano - Viareggio,16/05,(196k),83,ACKERMANN Pascal,1:13:58,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),84,CHAMPION Thomas,1:14:24,Cofidis
Stage 10 | Scandiano - Viareggio,16/05,(196k),85,STEWART Jake,1:14:54,Groupama - FDJ
Stage 10 | Scandiano - Viareggio,16/05,(196k),86,SERRY Pieter,1:15:15,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),87,BAIS Davide,1:15:16,EOLO-Kometa
Stage 10 | Scandiano - Viareggio,16/05,(196k),88,GABBURO Davide,1:16:03,Green Project-Bardiani CSF-Faizanè
Stage 10 | Scandiano - Viareggio,16/05,(196k),89,TESFATSION Natnael,1:16:54,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),90,PÖSTLBERGER Lukas,1:17:05,Team Jayco AlUla
Stage 10 | Scandiano - Viareggio,16/05,(196k),91,CHEREL Mikaël,1:18:48,AG2R Citroën Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),92,RICCITELLO Matthew,1:21:48,Israel - Premier Tech
Stage 10 | Scandiano - Viareggio,16/05,(196k),93,BOUET Maxime,1:22:52,Team Arkéa Samsic
Stage 10 | Scandiano - Viareggio,16/05,(196k),94,MATTHEWS Michael,1:22:53,Team Jayco AlUla
Stage 10 | Scandiano - Viareggio,16/05,(196k),95,VERRE Alessandro,1:22:58,Team Arkéa Samsic
Stage 10 | Scandiano - Viareggio,16/05,(196k),96,ROJAS José Joaquín,1:23:14,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),97,BATTISTELLA Samuele,1:24:28,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),98,MILAN Jonathan,1:25:24,Bahrain - Victorious
Stage 10 | Scandiano - Viareggio,16/05,(196k),99,SEVILLA Diego Pablo,1:25:50,EOLO-Kometa
Stage 10 | Scandiano - Viareggio,16/05,(196k),100,LEYSEN Senne,1:26:24,Alpecin-Deceuninck
Stage 10 | Scandiano - Viareggio,16/05,(196k),101,COVI Alessandro,1:27:16,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),102,AFFINI Edoardo,1:27:23,Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),103,CLARKE Simon,1:27:48,Israel - Premier Tech
Stage 10 | Scandiano - Viareggio,16/05,(196k),104,GLOAG Thomas,1:28:07,Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),105,VACEK Karel,1:28:31,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),106,CAICEDO Jonathan Klever,1:30:47,EF Education-EasyPost
Stage 10 | Scandiano - Viareggio,16/05,(196k),107,GROVES Kaden,1:32:35,Alpecin-Deceuninck
Stage 10 | Scandiano - Viareggio,16/05,(196k),108,MARCELLUSI Martin,1:32:57,Green Project-Bardiani CSF-Faizanè
Stage 10 | Scandiano - Viareggio,16/05,(196k),109,REX Laurenz,1:34:03,Intermarché - Circus - Wanty
Stage 10 | Scandiano - Viareggio,16/05,(196k),110,CONSONNI Simone,1:34:30,Cofidis
Stage 10 | Scandiano - Viareggio,16/05,(196k),111,SBARAGLI Kristian,1:35:35,Alpecin-Deceuninck
Stage 10 | Scandiano - Viareggio,16/05,(196k),112,GUERNALEC Thibault,1:35:40,Team Arkéa Samsic
Stage 10 | Scandiano - Viareggio,16/05,(196k),113,DELETTRE Alexandre,1:38:16,Cofidis
Stage 10 | Scandiano - Viareggio,16/05,(196k),114,MÄRKL Niklas,1:38:36,Team DSM
Stage 10 | Scandiano - Viareggio,16/05,(196k),115,KIRSCH Alex,1:38:46,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),116,RODRÍGUEZ Óscar,1:41:36,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),117,DE BOD Stefan,1:42:27,EF Education-EasyPost
Stage 10 | Scandiano - Viareggio,16/05,(196k),118,BALLERINI Davide,1:43:08,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),119,VENDRAME Andrea,1:45:26,AG2R Citroën Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),120,MAGLI Filippo,1:45:29,Green Project-Bardiani CSF-Faizanè
Stage 10 | Scandiano - Viareggio,16/05,(196k),121,BENEDETTI Cesare,1:46:16,BORA - hansgrohe
Stage 10 | Scandiano - Viareggio,16/05,(196k),122,WILLIAMS Stephen,1:47:13,Israel - Premier Tech
Stage 10 | Scandiano - Viareggio,16/05,(196k),123,HEPBURN Michael,1:48:08,Team Jayco AlUla
Stage 10 | Scandiano - Viareggio,16/05,(196k),124,KANTER Max,1:50:34,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),125,ČERNÝ Josef,1:50:53,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),126,QUARTERMAN Charlie,1:51:15,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),127,BONIFAZIO Niccolò,1:51:30,Intermarché - Circus - Wanty
Stage 10 | Scandiano - Viareggio,16/05,(196k),128,BAUDIN Alex,1:51:35,AG2R Citroën Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),129,MOSCON Gianni,1:51:51,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),130,CAVENDISH Mark,1:53:01,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),131,FIORELLI Filippo,1:53:25,Green Project-Bardiani CSF-Faizanè
Stage 10 | Scandiano - Viareggio,16/05,(196k),132,KONOVALOVAS Ignatas,1:53:52,Groupama - FDJ
Stage 10 | Scandiano - Viareggio,16/05,(196k),133,MULUBRHAN Henok,1:53:58,Green Project-Bardiani CSF-Faizanè
Stage 10 | Scandiano - Viareggio,16/05,(196k),134,MARIT Arne,1:54:41,Intermarché - Circus - Wanty
Stage 10 | Scandiano - Viareggio,16/05,(196k),135,KONYCHEV Alexander,1:55:18,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),136,DAINESE Alberto,1:56:28,Team DSM
Stage 10 | Scandiano - Viareggio,16/05,(196k),137,TORRES Albert,1:56:43,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),138,LIENHARD Fabian,1:57:35,Groupama - FDJ
Stage 10 | Scandiano - Viareggio,16/05,(196k),139,KRIEGER Alexander,1:58:08,Alpecin-Deceuninck
Stage 10 | Scandiano - Viareggio,16/05,(196k),140,GAVIRIA Fernando,2:01:29,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),141,VERGAERDE Otto,2:02:01,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),142,HVIDEBERG Jonas Iversby,2:04:34,Team DSM
Stage 10 | Scandiano - Viareggio,16/05,(196k),143,DALLA VALLE Nicolas,2:05:02,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),144,IACCHI Alessandro,2:05:08,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),145,HOOLE Daan,2:05:47,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),146,STEWART Campbell,2:07:21,Team Jayco AlUla
Stage 10 | Scandiano - Viareggio,16/05,(196k),147,RIOU Alan,2:07:56,Team Arkéa Samsic
Stage 10 | Scandiano - Viareggio,16/05,(196k),148,GANDIN Stefano,2:08:06,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),149,STOJNIĆ Veljko,2:11:03,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),150,ARASHIRO Yukiya,2:13:17,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),1,THOMAS Geraint,44:35:35,INEOS Grenadiers
Stage 11 | Camaiore - Tortona,17/05,(219k),2,ROGLIČ Primož,0:02,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),3,ALMEIDA João,0:22,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),4,LEKNESSUND Andreas,0:35,Team DSM
Stage 11 | Camaiore - Tortona,17/05,(219k),5,CARUSO Damiano,1:28,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),6,KÄMNA Lennard,1:52,BORA - hansgrohe
Stage 11 | Camaiore - Tortona,17/05,(219k),7,DUNBAR Eddie,2:32,Team Jayco AlUla
Stage 11 | Camaiore - Tortona,17/05,(219k),8,ARENSMAN Thymen,",,",INEOS Grenadiers
Stage 11 | Camaiore - Tortona,17/05,(219k),9,DE PLUS Laurens,2:36,INEOS Grenadiers
Stage 11 | Camaiore - Tortona,17/05,(219k),10,PARET-PEINTRE Aurélien,2:48,AG2R Citroën Team
Stage 11 | Camaiore - Tortona,17/05,(219k),11,HAIG Jack,2:58,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),12,CARTHY Hugh,3:22,EF Education-EasyPost
Stage 11 | Camaiore - Tortona,17/05,(219k),13,BUITRAGO Santiago,4:40,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),14,PINOT Thibaut,4:48,Groupama - FDJ
Stage 11 | Camaiore - Tortona,17/05,(219k),15,VELASCO Simone,8:05,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),16,KONRAD Patrick,8:43,BORA - hansgrohe
Stage 11 | Camaiore - Tortona,17/05,(219k),17,VAN WILDER Ilan,12:07,Soudal - Quick Step
Stage 11 | Camaiore - Tortona,17/05,(219k),18,VINE Jay,12:52,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),19,LASTRA Jonathan,13:34,Cofidis
Stage 11 | Camaiore - Tortona,17/05,(219k),20,CEPEDA Jefferson Alexander,13:45,EF Education-EasyPost
Stage 11 | Camaiore - Tortona,17/05,(219k),21,ARMIRAIL Bruno,15:19,Groupama - FDJ
Stage 11 | Camaiore - Tortona,17/05,(219k),22,KUSS Sepp,15:42,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),23,SIVAKOV Pavel,16:11,INEOS Grenadiers
Stage 11 | Camaiore - Tortona,17/05,(219k),24,TONELLI Alessandro,17:05,Green Project-Bardiani CSF-Faizanè
Stage 11 | Camaiore - Tortona,17/05,(219k),25,RUBIO Einer Augusto,17:10,Movistar Team
Stage 11 | Camaiore - Tortona,17/05,(219k),26,HESSMANN Michel,18:12,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),27,FORTUNATO Lorenzo,20:24,EOLO-Kometa
Stage 11 | Camaiore - Tortona,17/05,(219k),28,COVILI Luca,20:58,Green Project-Bardiani CSF-Faizanè
Stage 11 | Camaiore - Tortona,17/05,(219k),29,SKUJIŅŠ Toms,22:41,Trek - Segafredo
Stage 11 | Camaiore - Tortona,17/05,(219k),30,BOUWMAN Koen,22:50,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),31,ULISSI Diego,23:20,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),32,ZANA Filippo,24:14,Team Jayco AlUla
Stage 11 | Camaiore - Tortona,17/05,(219k),33,GEE Derek,25:50,Israel - Premier Tech
Stage 11 | Camaiore - Tortona,17/05,(219k),34,FRIGO Marco,25:51,Israel - Premier Tech
Stage 11 | Camaiore - Tortona,17/05,(219k),35,BARTA Will,26:22,Movistar Team
Stage 11 | Camaiore - Tortona,17/05,(219k),36,HUYS Laurens,26:38,Intermarché - Circus - Wanty
Stage 11 | Camaiore - Tortona,17/05,(219k),37,FORMOLO Davide,27:02,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),38,BARGUIL Warren,28:16,Team Arkéa Samsic
Stage 11 | Camaiore - Tortona,17/05,(219k),39,PARET-PEINTRE Valentin,29:14,AG2R Citroën Team
Stage 11 | Camaiore - Tortona,17/05,(219k),40,ROTA Lorenzo,31:58,Intermarché - Circus - Wanty
Stage 11 | Camaiore - Tortona,17/05,(219k),41,SÁNCHEZ Luis León,33:21,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),42,JUNGELS Bob,34:37,BORA - hansgrohe
Stage 11 | Camaiore - Tortona,17/05,(219k),43,OOMEN Sam,36:02,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),44,HEALY Ben,37:26,EF Education-EasyPost
Stage 11 | Camaiore - Tortona,17/05,(219k),45,OLDANI Stefano,38:13,Alpecin-Deceuninck
Stage 11 | Camaiore - Tortona,17/05,(219k),46,PRODHOMME Nicolas,38:15,AG2R Citroën Team
Stage 11 | Camaiore - Tortona,17/05,(219k),47,ZAMBANINI Edoardo,43:51,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),48,PALZER Anton,46:29,BORA - hansgrohe
Stage 11 | Camaiore - Tortona,17/05,(219k),49,DE MARCHI Alessandro,48:28,Team Jayco AlUla
Stage 11 | Camaiore - Tortona,17/05,(219k),50,BAIS Mattia,48:43,EOLO-Kometa
Stage 11 | Camaiore - Tortona,17/05,(219k),51,CORT Magnus,49:44,EF Education-EasyPost
Stage 11 | Camaiore - Tortona,17/05,(219k),52,SCARONI Christian,50:51,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),53,MCNULTY Brandon,50:58,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),54,DENZ Nico,51:19,BORA - hansgrohe
Stage 11 | Camaiore - Tortona,17/05,(219k),55,PASQUALON Andrea,51:38,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),56,BIDARD François,52:11,Cofidis
Stage 11 | Camaiore - Tortona,17/05,(219k),57,ALBANESE Vincenzo,53:51,EOLO-Kometa
Stage 11 | Camaiore - Tortona,17/05,(219k),58,MOLLEMA Bauke,55:35,Trek - Segafredo
Stage 11 | Camaiore - Tortona,17/05,(219k),59,DENNIS Rohan,56:36,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),60,BETTIOL Alberto,57:00,EF Education-EasyPost
Stage 11 | Camaiore - Tortona,17/05,(219k),61,GIBBONS Ryan,58:07,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),62,VERONA Carlos,1:00:06,Movistar Team
Stage 11 | Camaiore - Tortona,17/05,(219k),63,GHEBREIGZABHIER Amanuel,1:01:46,Trek - Segafredo
Stage 11 | Camaiore - Tortona,17/05,(219k),64,PUCCIO Salvatore,1:04:09,INEOS Grenadiers
Stage 11 | Camaiore - Tortona,17/05,(219k),65,BERWICK Sebastian,1:05:29,Israel - Premier Tech
Stage 11 | Camaiore - Tortona,17/05,(219k),66,SWIFT Ben,1:05:32,INEOS Grenadiers
Stage 11 | Camaiore - Tortona,17/05,(219k),67,DOMBROWSKI Joe,1:05:56,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),68,GAVAZZI Francesco,1:06:37,EOLO-Kometa
Stage 11 | Camaiore - Tortona,17/05,(219k),69,WARBASSE Larry,1:06:56,AG2R Citroën Team
Stage 11 | Camaiore - Tortona,17/05,(219k),70,SÜTTERLIN Jasha,1:07:33,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),71,RIES Michel,1:07:58,Team Arkéa Samsic
Stage 11 | Camaiore - Tortona,17/05,(219k),72,MOLARD Rudy,1:09:05,Groupama - FDJ
Stage 11 | Camaiore - Tortona,17/05,(219k),73,MAYRHOFER Marius,1:12:12,Team DSM
Stage 11 | Camaiore - Tortona,17/05,(219k),74,PEDERSEN Mads,1:12:36,Trek - Segafredo
Stage 11 | Camaiore - Tortona,17/05,(219k),75,MAESTRI Mirco,1:12:47,EOLO-Kometa
Stage 11 | Camaiore - Tortona,17/05,(219k),76,TOUMIRE Hugo,1:13:29,Cofidis
Stage 11 | Camaiore - Tortona,17/05,(219k),77,ACKERMANN Pascal,1:13:48,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),78,CHAMPION Thomas,1:14:22,Cofidis
Stage 11 | Camaiore - Tortona,17/05,(219k),79,SERRY Pieter,1:15:15,Soudal - Quick Step
Stage 11 | Camaiore - Tortona,17/05,(219k),80,BAIS Davide,1:15:16,EOLO-Kometa
Stage 11 | Camaiore - Tortona,17/05,(219k),81,GABBURO Davide,1:16:03,Green Project-Bardiani CSF-Faizanè
Stage 11 | Camaiore - Tortona,17/05,(219k),82,PRONSKIY Vadim,1:16:51,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),83,VANHOUCKE Harm,1:19:09,Team DSM
Stage 11 | Camaiore - Tortona,17/05,(219k),84,RICCITELLO Matthew,1:21:48,Israel - Premier Tech
Stage 11 | Camaiore - Tortona,17/05,(219k),85,BOUET Maxime,1:22:52,Team Arkéa Samsic
Stage 11 | Camaiore - Tortona,17/05,(219k),86,MATTHEWS Michael,1:22:53,Team Jayco AlUla
Stage 11 | Camaiore - Tortona,17/05,(219k),87,ROJAS José Joaquín,1:23:14,Movistar Team
Stage 11 | Camaiore - Tortona,17/05,(219k),88,BATTISTELLA Samuele,1:24:28,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),89,MILAN Jonathan,1:25:18,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),90,STEWART Jake,1:25:39,Groupama - FDJ
Stage 11 | Camaiore - Tortona,17/05,(219k),91,SEVILLA Diego Pablo,1:25:49,EOLO-Kometa
Stage 11 | Camaiore - Tortona,17/05,(219k),92,LEYSEN Senne,1:26:24,Alpecin-Deceuninck
Stage 11 | Camaiore - Tortona,17/05,(219k),93,AFFINI Edoardo,1:27:23,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),94,PÖSTLBERGER Lukas,1:27:46,Team Jayco AlUla
Stage 11 | Camaiore - Tortona,17/05,(219k),95,CLARKE Simon,1:27:48,Israel - Premier Tech
Stage 11 | Camaiore - Tortona,17/05,(219k),96,GLOAG Thomas,1:28:07,Jumbo-Visma
Stage 11 | Camaiore - Tortona,17/05,(219k),97,VACEK Karel,1:28:31,Team Corratec - Selle Italia
Stage 11 | Camaiore - Tortona,17/05,(219k),98,MARCELLUSI Martin,1:32:57,Green Project-Bardiani CSF-Faizanè
Stage 11 | Camaiore - Tortona,17/05,(219k),99,REX Laurenz,1:34:03,Intermarché - Circus - Wanty
Stage 11 | Camaiore - Tortona,17/05,(219k),100,CONSONNI Simone,1:34:30,Cofidis
Stage 11 | Camaiore - Tortona,17/05,(219k),101,CHEREL Mikaël,1:34:34,AG2R Citroën Team
Stage 11 | Camaiore - Tortona,17/05,(219k),102,SBARAGLI Kristian,1:35:35,Alpecin-Deceuninck
Stage 11 | Camaiore - Tortona,17/05,(219k),103,GUERNALEC Thibault,1:35:40,Team Arkéa Samsic
Stage 11 | Camaiore - Tortona,17/05,(219k),104,COVI Alessandro,1:38:01,UAE Team Emirates
Stage 11 | Camaiore - Tortona,17/05,(219k),105,DELETTRE Alexandre,1:38:16,Cofidis
Stage 11 | Camaiore - Tortona,17/05,(219k),106,MÄRKL Niklas,1:38:36,Team DSM
Stage 11 | Camaiore - Tortona,17/05,(219k),107,KIRSCH Alex,1:38:46,Trek - Segafredo
Stage 11 | Camaiore - Tortona,17/05,(219k),108,VERRE Alessandro,1:41:25,Team Arkéa Samsic
Stage 11 | Camaiore - Tortona,17/05,(219k),109,DE BOD Stefan,1:42:27,EF Education-EasyPost
Stage 11 | Camaiore - Tortona,17/05,(219k),110,BALLERINI Davide,1:43:08,Soudal - Quick Step
Stage 11 | Camaiore - Tortona,17/05,(219k),111,GROVES Kaden,1:43:20,Alpecin-Deceuninck
Stage 11 | Camaiore - Tortona,17/05,(219k),112,MAGLI Filippo,1:45:29,Green Project-Bardiani CSF-Faizanè
Stage 11 | Camaiore - Tortona,17/05,(219k),113,WILLIAMS Stephen,1:47:13,Israel - Premier Tech
Stage 11 | Camaiore - Tortona,17/05,(219k),114,HEPBURN Michael,1:48:08,Team Jayco AlUla
Stage 11 | Camaiore - Tortona,17/05,(219k),115,KANTER Max,1:50:34,Movistar Team
Stage 11 | Camaiore - Tortona,17/05,(219k),116,QUARTERMAN Charlie,1:51:15,Team Corratec - Selle Italia
Stage 11 | Camaiore - Tortona,17/05,(219k),117,BONIFAZIO Niccolò,1:51:30,Intermarché - Circus - Wanty
Stage 11 | Camaiore - Tortona,17/05,(219k),118,BAUDIN Alex,1:51:35,AG2R Citroën Team
Stage 11 | Camaiore - Tortona,17/05,(219k),119,MOSCON Gianni,1:51:51,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),120,CAVENDISH Mark,1:52:57,Astana Qazaqstan Team
Stage 11 | Camaiore - Tortona,17/05,(219k),121,FIORELLI Filippo,1:53:25,Green Project-Bardiani CSF-Faizanè
Stage 11 | Camaiore - Tortona,17/05,(219k),122,KONOVALOVAS Ignatas,1:53:52,Groupama - FDJ
Stage 11 | Camaiore - Tortona,17/05,(219k),123,MULUBRHAN Henok,1:53:58,Green Project-Bardiani CSF-Faizanè
Stage 11 | Camaiore - Tortona,17/05,(219k),124,MARIT Arne,1:54:41,Intermarché - Circus - Wanty
Stage 11 | Camaiore - Tortona,17/05,(219k),125,KONYCHEV Alexander,1:55:18,Team Corratec - Selle Italia
Stage 11 | Camaiore - Tortona,17/05,(219k),126,DAINESE Alberto,1:56:28,Team DSM
Stage 11 | Camaiore - Tortona,17/05,(219k),127,TORRES Albert,1:56:43,Movistar Team
Stage 11 | Camaiore - Tortona,17/05,(219k),128,BENEDETTI Cesare,1:56:59,BORA - hansgrohe
Stage 11 | Camaiore - Tortona,17/05,(219k),129,LIENHARD Fabian,1:57:35,Groupama - FDJ
Stage 11 | Camaiore - Tortona,17/05,(219k),130,GAVIRIA Fernando,2:01:29,Movistar Team
Stage 11 | Camaiore - Tortona,17/05,(219k),131,HVIDEBERG Jonas Iversby,2:04:34,Team DSM
Stage 11 | Camaiore - Tortona,17/05,(219k),132,DALLA VALLE Nicolas,2:05:02,Team Corratec - Selle Italia
Stage 11 | Camaiore - Tortona,17/05,(219k),133,IACCHI Alessandro,2:05:08,Team Corratec - Selle Italia
Stage 11 | Camaiore - Tortona,17/05,(219k),134,HOOLE Daan,2:05:47,Trek - Segafredo
Stage 11 | Camaiore - Tortona,17/05,(219k),135,RIOU Alan,2:07:56,Team Arkéa Samsic
Stage 11 | Camaiore - Tortona,17/05,(219k),136,KRIEGER Alexander,2:08:53,Alpecin-Deceuninck
Stage 11 | Camaiore - Tortona,17/05,(219k),137,STOJNIĆ Veljko,2:11:00,Team Corratec - Selle Italia
Stage 11 | Camaiore - Tortona,17/05,(219k),138,VERGAERDE Otto,2:12:42,Trek - Segafredo
Stage 11 | Camaiore - Tortona,17/05,(219k),139,ARASHIRO Yukiya,2:13:17,Bahrain - Victorious
Stage 11 | Camaiore - Tortona,17/05,(219k),140,STEWART Campbell,2:18:06,Team Jayco AlUla
Stage 12 | Bra - Rivoli,18/05,(185k),1,THOMAS Geraint,49:02:05,INEOS Grenadiers
Stage 12 | Bra - Rivoli,18/05,(185k),2,ROGLIČ Primož,0:02,Jumbo-Visma
Stage 12 | Bra - Rivoli,18/05,(185k),3,ALMEIDA João,0:22,UAE Team Emirates
Stage 12 | Bra - Rivoli,18/05,(185k),4,LEKNESSUND Andreas,0:35,Team DSM
